,sex,age,sex-age,credit,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
392,male,adult,male-adult,1,0.9978569659976434,0.6081350801232309,1.0,0.48,0.06868503317853324,1.7281000133148997e-07,0.6351556160231668,0.0,0.49,0.35922043032946427
463,male,adult,male-adult,1,2.7997462080323825e-06,0.1399623917717426,0.0,0.28,0.0493015684769767,1.4205012765511312e-16,0.11225543775871048,0.0,0.22,0.15330677046606872
444,female,adult,female-adult,0,0.6766796171199584,0.44117553645249624,1.0,0.55,0.046148425651113864,1.5382032860142911e-09,0.48730464156010006,1.0,0.57,0.054530181138758155
880,male,adult,male-adult,1,0.0004232826249996025,0.05749379135498471,0.0,0.13,0.00010795842550999264,2.1480435504682086e-13,0.04687392658499407,0.0,0.17,0.03812087952337916
748,male,adult,male-adult,1,1.3058536802673863e-05,0.033204059627042606,0.0,0.13,0.0017913656167460894,3.431396309638798e-15,0.02053183645274402,0.0,0.08,0.050318372571149746
428,male,youth,male-youth,1,0.013248679416175994,0.046807927656551646,0.0,0.11,0.019525464214889248,5.9282235045773586e-12,0.038038957320949016,0.0,0.1,0.13954925724661885
101,male,youth,male-youth,1,0.6010177270179338,0.5551741803524602,1.0,0.5,0.13622504652740644,5.159264348841465e-10,0.537756739091019,1.0,0.51,0.20232478355093184
286,male,adult,male-adult,1,0.06086198654180234,0.5072026565705086,1.0,0.76,0.05221999869567337,3.123088612478807e-11,0.6038325824234548,1.0,0.67,0.07860479565304636
664,female,adult,female-adult,1,0.0815076059734088,0.11702350601568251,1.0,0.24,0.056758813838588,4.225962655543958e-11,0.1034461236732073,1.0,0.28,0.22069419770658413
596,female,youth,female-youth,0,0.8380255536815852,0.7002878973133648,1.0,0.83,0.12349433506116714,2.7486136156752864e-09,0.735571493859176,1.0,0.7,0.28102644133104254
390,male,adult,male-adult,1,0.04768135467174693,0.13085289823205012,0.0,0.16,0.04221925001117331,1.9856658692368626e-11,0.08308503541265676,0.0,0.11,0.1455435310039636
268,male,adult,male-adult,0,4.012344557546677e-16,0.3085523325476745,0.0,0.47,2.8158607930248684e-05,1.138544815794155e-08,0.3768967165020062,1.0,0.51,0.1298267639578271
937,male,adult,male-adult,1,0.8644710040233301,0.4401249016575554,1.0,0.41,0.017297318484919763,3.0611225842004118e-09,0.3903357855161791,1.0,0.43,0.43020372688059944
625,male,adult,male-adult,1,0.0006341129097752974,0.07020210813682753,0.0,0.0,0.029133130867244825,2.535168277969318e-13,0.043722437001389454,0.0,0.06,0.15888278154201488
925,male,adult,male-adult,0,0.9999958940197321,0.8463063109439807,1.0,0.68,0.2235113457985146,0.00021946809474637988,0.8134628555578621,1.0,0.53,0.6531087321775072
344,male,adult,male-adult,1,3.1769838467104626e-05,0.23541308535758834,0.0,0.16,0.006813365264252556,7.394404287057449e-15,0.231315500519177,0.0,0.26,0.2507919961591019
394,male,adult,male-adult,1,0.058983216097888924,0.06491062938498368,0.0,0.12,0.01323931703582,2.9196935981607996e-11,0.049252364320498045,0.0,0.14,0.13799017170304023
